,Wavelength,Coefficient
351,5262.314453,-0.20108616
352,5262.330078,-0.16910059
353,5261.78418,-0.062325477
354,4991.224609,-0.200783314
355,4991.000977,-0.07683753
356,4990.98877,-0.051505123
357,4991.199707,-0.022238722
358,4991.211914,-0.017872823
359,4991.025879,-0.00359665
360,6241.99707,0.200020922
361,6082.720215,0.200011222
362,5029.694824,-0.199345614
363,5029.580078,-0.081387446
364,4937.726074,0.199059677
365,4937.739746,0.070531997
366,4496.928711,-0.192335528
367,4496.916016,-0.079522587
368,4447.658203,-0.192036082
369,5031.111328,-0.190152922
370,4792.588379,-0.189071823
371,5255.027344,-0.187255368
372,5255.043457,-0.13769901
373,5255.05957,-0.009530233
374,5255.300781,0.00093877
375,6733.166016,0.187128913
376,4399.721191,-0.185789933
377,4400.449219,-0.064461512
378,6701.645996,-0.18267012
379,5993.808105,0.18234292
380,5994.419922,0.008366665
381,6237.171875,0.181674408
382,6237.153809,0.060763131
383,6169.674805,-0.17411071
384,6169.656738,-0.111434505
385,6169.710938,-0.097667601
386,6169.63916,-0.074055553
387,4923.986328,-0.172927872
388,4924.029785,-0.037885781
389,4924.000488,-0.035724168
390,4535.995117,-0.172710099
391,4535.626465,-0.10199411
392,4535.638672,-0.027081366
393,5275.820313,-0.169679053
394,5275.834961,-0.071396459
395,5275.165039,0.005267372
396,6752.177734,0.169305593
397,6751.625977,0.067779648
398,6751.723633,0.0504512
399,6751.950684,0.010107582
400,5962.791992,-0.168665418
401,5963.751465,-0.049734418
402,6434.040527,0.168625149
403,6434.003906,0.056535106
404,6433.801758,0.038532313
405,4430.670898,-0.168123888
406,4429.765625,0.059957521
407,4430.683594,-0.035507148
408,6358.80127,-0.168119475
409,6357.935547,-0.11779418
410,6358.782715,-0.087176474
411,6358.161621,-0.063851063
412,4340.417969,-0.167183113
413,4340.609375,-0.158422989
414,4340.334473,-0.133107351
415,4339.783203,-0.124223773
416,4340.322266,-0.117721215
417,4340.394043,-0.092251024
418,4340.632813,-0.048348253
419,4340.382324,-0.046685354
420,4340.274414,-0.044668134
421,4340.537598,-0.034024551
422,4489.804199,-0.167153711
423,4489.817383,-0.063552297
424,5578.648926,-0.166523402
425,5577.674805,-0.096610912
426,5578.620605,-0.08737122
427,6556.147461,-0.166399722
428,6216.341309,0.165425481
429,4681.849121,-0.164082429
430,4681.837402,-0.062860071
431,5405.76709,0.16365074
432,5188.623047,-0.163327548
433,5188.637207,-0.058664318
434,5188.77832,-0.006097685
435,6400.247559,-0.162929067
436,6400.262695,-0.159380528
437,6400.324219,0.06332994
438,6400.339844,0.009583398
439,5223.614258,0.161904111
440,6430.935547,-0.161761537
441,6430.95459,-0.147105415
442,6430.973145,-0.050691038
443,6754.512695,0.160565393
444,6754.864258,0.07221744
445,6755.119629,0.063017096
446,5483.04541,-0.160305244
447,5483.476074,-0.059751814
448,5483.381836,0.046901793
449,5483.059082,-0.012094162
450,6810.265625,0.158588187
451,6135.387207,0.154107562
452,6135.402832,0.100548497
453,6135.30957,-0.091743791
454,5594.555664,-0.15356893
455,5604.935547,0.152182159
456,5604.95166,0.128107677
457,4887.101563,-0.149958257
458,6046.135742,0.148975343
459,6046.047363,0.139469133
460,4762.452637,-0.148427168
461,4851.476074,0.147409463
462,4851.490234,0.092941685
463,5953.189941,0.14674206
464,5394.645996,0.146560183
465,5394.794922,-0.082436843
466,5537.729492,0.14558395
467,5537.74707,0.04865784
468,5537.712402,0.04178315
469,4968.753418,-0.145011023
470,4967.968262,-0.054193774
471,4789.609863,-0.144764153
472,5252.092773,0.144141217
473,5252.027344,-0.120860106
474,5251.945801,0.07372568
475,5252.111328,0.035721643
476,4828.368652,-0.143590589
477,4828.97998,-0.065947271
478,4828.09375,-0.032905603
479,4828.105957,-0.01894244
480,4828.431152,-0.017441864
481,4827.453613,0.007790134
482,4827.491699,0.003269206
483,6274.681641,0.142717577
484,6274.666992,0.107188237
485,6455.523438,-0.14214159
486,4920.567383,-0.142015409
487,6795.799316,0.139823096
488,6794.960449,0.118399294
489,6795.055664,0.064193386
490,6795.685059,0.062799507
491,6794.921875,0.062248405
492,6795.036621,0.044812986
493,6794.998535,0.015234736
494,4650.018066,0.139375631
495,4810.72998,0.138962224
496,4811.035645,0.050954761
497,6151.730469,-0.138349864
498,5793.833496,-0.136381183
499,5793.918945,0.133155823
500,4555.538086,-0.136116894
501,4555.55127,-0.057129421
502,4555.928223,-0.040234077
503,4559.916016,0.135803985
504,4628.160156,0.135616325
505,4877.614746,0.135537209
506,6329.999512,-0.135348092
507,6329.45166,0.105164129
508,6012.218262,0.134593741
509,5301.049316,0.132803801
510,6200.256348,-0.132312892
511,5386.588867,-0.131767619
512,5386.919922,-0.130967233
513,5386.853516,-0.107387
514,5874.050293,0.131206386
515,4820.338867,-0.130987408
516,5218.519531,0.129593129
517,6047.301758,0.128937176
518,5182.85791,0.127176716
519,5182.361816,0.125186558
520,5181.952148,0.1095748
521,5182.376465,0.088142875
522,5183.148926,0.052020922
523,5389.164551,0.12665971
524,5389.177734,0.113065893
525,5389.412109,-0.020318251
526,5708.087891,0.126226061
527,6107.556152,0.125565066
528,4403.377441,0.12534508
529,4404.112793,0.029899738
530,5072.935547,0.122908821
531,5975.425781,-0.122734341
532,6806.862305,0.122128059
533,5487.098145,-0.121585574
534,6246.258301,-0.12022148
535,6246.241211,-0.099686424
536,5623.95752,-0.120168846
537,5198.661133,-0.119598333
538,5198.647949,-0.046498077
539,4831.263672,-0.119432736
540,4840.955078,-0.119118848
541,6089.319824,-0.118969427
542,5870.705566,0.118666772
543,5870.601563,0.024395032
544,6102.806152,-0.11824111
545,4926.146484,0.117383855
546,4926.160645,0.085536873
547,6685.649414,0.116377432
548,6393.512207,-0.115885238
549,6393.52832,-0.090687211
550,6393.624512,0.029347843
551,6392.565918,0.021218236
552,5717.070313,0.114319715
553,6473.538574,-0.114178725
554,4745.867676,-0.114090039
555,4745.854492,-0.048314402
556,6581.153809,-0.113102938
557,5638.194336,-0.111994419
558,5638.221191,-0.013999315
559,4691.459473,-0.111979885
560,6258.025879,-0.111834422
561,4443.286133,-0.111317303
562,4442.905762,-0.098169657
563,4443.746094,-0.046492442
564,4443.274414,-0.003246995
565,5365.055664,-0.111235782
566,5365.070801,-0.049769512
567,5737.108887,0.110830208
568,5737.051758,0.062206376
569,6025.390137,0.109585511
570,5456.850098,0.108501379
571,5456.865723,-0.000860005
572,4450.525391,-0.10718706
573,4450.539063,-0.020586001
574,4554.104492,-0.107172628
575,4554.118164,-0.093479964
576,4554.09082,-0.033223296
577,4480.094238,-0.107054338
578,4480.195313,-0.092778727
579,4480.184082,-0.034055439
580,4479.666992,-0.010940888
581,4479.644531,-0.004516015
582,5273.229004,-0.106592509
583,5273.214355,-0.039255739
584,5398.334473,-0.10607876
585,4568.597168,0.105821637
586,6468.260742,-0.105209632
587,6468.291992,-0.079326873
588,5418.439453,-0.10290002
589,4626.246094,-0.102505594
590,4626.232422,-0.086246669
591,4426.004883,0.102329675
592,4797.98584,0.102058731
593,6355.662109,-0.101222006
594,6355.338867,-0.043771728
595,6354.95752,-0.02752983
596,4651.348633,-0.101022185
597,4652.117676,-0.024938613
598,6395.137207,0.101021921
599,4973.157715,-0.100719895
600,5079.845215,-0.100531516
601,5079.06543,-0.086453669
602,5080.622559,-0.074848202
603,5079.03418,-0.050708826
604,5079.89209,-0.033708669
605,5080.606934,-0.03210293
606,5079.673828,-0.022767293
607,5079.86084,-0.010989964
608,5079.018555,-0.002499802
609,5587.512207,-0.099722152
610,6308.809082,0.09876934
611,4491.652344,0.098687658
612,6021.834473,0.098329359
613,6022.581055,0.064032961
614,4422.633301,-0.098209103
615,5112.492188,0.097898956
616,5044.291992,-0.097550883
617,5043.571777,0.052749345
618,5044.276855,-0.00435781
619,4501.31543,-0.097432349
620,4501.352051,-0.064102914
621,5707.019531,0.096614344
622,4881.651367,-0.096421493
623,4882.20459,-0.077438909
624,4881.52002,0.032564764
625,4881.768066,-0.031226588
626,6300.402832,0.095955639
627,4474.851074,0.094562851
628,5162.641602,0.094023832
629,5581.89502,-0.093710204
630,5581.908691,-0.045748023
631,4730.405762,0.093587039
632,6609.12207,0.093106874
633,5227.261719,-0.092416886
634,4663.818359,0.092397257
635,4663.318848,0.085467084
636,4459.739258,0.092239264
637,4459.777832,0.060893005
638,4693.67627,0.091421834
639,4482.109375,-0.091095318
640,4482.120605,-0.00530939
641,4482.098633,-0.004668661
642,5875.72998,-0.089384431
643,5875.442383,-0.024729324
644,5875.526855,-0.024193262
645,5875.509766,-0.018825866
646,6261.046387,-0.089378663
647,6261.062012,-0.0282412
648,5018.53125,-0.089312965
649,5399.453613,0.088011196
650,4722.214355,-0.087458083
651,4439.929199,-0.086871849
652,4440.541504,-0.018373538
653,4439.84668,-0.002153132
654,4420.011719,-0.086161483
655,6598.365723,-0.085936657
656,4397.239746,0.085925173
657,6703.62793,-0.085501729
658,6312.262207,0.085491223
659,6592.832031,-0.084940605
660,5345.911621,-0.084585035
661,6208.739746,0.084461841
662,6209.488281,0.015808334
663,5091.900879,0.084420673
664,5091.88623,0.003018291
665,4899.848633,-0.083909182
666,4899.861816,-0.037845415
667,5458.469727,0.083046018
668,4835.935547,-0.082060973
669,5788.480469,-0.081692891
670,5789.124512,-0.058888659
671,5789.183105,-0.057044797
672,5789.168457,-0.024366637
673,5789.109863,-0.00541406
674,4583.894043,-0.080763147
675,4377.544922,0.077963742
676,6279.502441,-0.076756996
677,6279.65918,0.013548718
678,4942.563477,-0.076309879
679,5553.709473,0.076270269
680,5949.277344,0.075668362
681,6233.168945,0.075383385
682,6233.187012,0.054210402
683,4445.524414,-0.074233685
684,6367.425781,0.074129164
685,6367.153809,0.025076102
686,6457.475098,-0.073725046
687,4524.218262,0.073063615
688,4525.205078,-0.04933384
689,6369.790527,0.073018406
690,6368.999023,0.036257685
691,4957.644531,-0.0725381
692,5253.524414,-0.0724164
693,5789.577148,-0.071847447
694,6464.040039,0.07169574
695,4766.510742,-0.071177872
696,6833.118164,-0.068858608
697,5349.558105,-0.068002184
698,6315.23877,-0.067381707
699,4768.699707,0.06725837
700,4768.445313,-0.047381484
701,4768.459473,-0.015816569
702,4824.226074,-0.067051337
703,4756.592285,-0.066988832
704,4786.863281,-0.065483581
705,4786.34082,-0.031243102
706,5372.681152,-0.065351226
707,5372.869141,-0.0290046
708,4625.090332,-0.064907798
709,4625.117676,-0.013472022
710,4690.206055,-0.064843705
711,6113.170898,0.064016163
712,6113.396973,0.019320816
713,6502.665039,0.06315446
714,5669.039551,0.062192531
715,4632.98584,-0.062127776
716,6163.673828,-0.061675761
717,6163.231445,-0.038115258
718,5352.026367,0.061353705
719,6809.047363,0.061218795
720,6628.931152,0.0603725
721,6287.763184,0.059090598
722,5881.087891,-0.058887204
723,4673.223633,-0.058155744
724,4985.638184,-0.057844701
725,4985.483398,-0.046975166
726,4985.509277,-0.021481208
727,4985.470703,-0.009935201
728,4985.315918,-0.007955253
729,5760.823242,0.056589132
730,5760.654297,0.025292387
731,4520.297363,-0.056010047
732,5965.854492,0.055784279
733,4606.158691,0.055279274
734,4606.133789,0.0331986
735,4382.895996,0.054868081
736,4382.574219,0.009116037
737,6220.941895,-0.054571892
738,6029.469238,-0.052379029
739,5295.782227,0.05118087
740,6134.011719,-0.05116202
741,6133.791504,-0.015404787
742,5627.65332,0.050774533
743,5101.429688,0.050704665
744,6422.82666,0.050370287
745,4656.036133,0.049891807
746,4919.043945,-0.0498421
747,6710.020996,0.049824065
748,4646.232422,-0.049821255
749,4710.239258,-0.048886095
750,4359.687988,-0.048839036
751,5139.517578,-0.048635047
752,4765.478516,0.048554119
753,4916.143555,-0.048502062
754,5220.900879,0.048392
755,5298.37793,-0.048244105
756,5646.011719,-0.047966791
757,4647.375488,-0.047583626
758,5263.851074,0.047475908
759,5907.628906,-0.047436296
760,5048.514648,-0.046862112
761,5434.537598,0.045930997
762,5376.043457,-0.045596326
763,5376.057617,-0.039966193
764,6037.187988,-0.045548048
765,6742.936035,-0.045483706
766,4757.70752,-0.044612313
767,5368.368652,-0.044546699
768,5367.404785,-0.03175994
769,6766.586426,0.043575378
770,6007.91748,-0.042878045
771,6297.385254,0.042630324
772,5176.818359,0.042611479
773,4981.671875,-0.041752207
774,4368.030762,0.041408748
775,4368.055664,0.023956816
776,6185.959473,0.041405586
777,5196.010254,-0.041036569
778,4635.161621,0.039849122
779,4635.174805,0.007777166
780,5121.6875,-0.038717547
781,6712.722656,0.038652027
782,5939.112305,0.038480487
783,4961.037109,0.038363623
784,5065.091797,-0.038332303
785,5731.23291,0.038320874
786,5213.358887,0.038180772
787,5159.777344,0.037631276
788,4613.272949,-0.037512503
789,4613.413086,-0.025972705
790,5715.098145,0.037109105
791,4885.506836,-0.037037153
792,5848.146973,0.036882895
793,5848.248047,0.033771231
794,5083.396973,-0.03528937
795,4903.379883,-0.034243532
796,5947.425781,-0.034229842
797,4417.771484,-0.034042794
798,4416.811035,-0.019057347
799,5911.916504,0.03403866
800,6462.172363,-0.033834232
801,4455.370117,-0.033520167
802,6763.003906,0.033134486
803,4908.023438,0.032516035
804,5943.587402,0.03208162
805,5222.397949,0.031993904
806,5424.587402,-0.031907547
807,6101.019531,0.030978842
808,4468.575684,-0.03079786
809,6496.962402,-0.030496171
810,6496.980957,-0.010402978
811,4965.868652,0.030196758
812,4700.606934,0.028982087
813,4796.186523,0.028866165
814,5583.281738,-0.027935724
815,6362.883789,0.027727684
816,4728.603516,-0.027685501
817,6277.00293,0.027603174
818,4601.932129,-0.027446013
819,4602.902344,-0.027225696
820,4527.394531,-0.027401446
821,6231.93457,0.027309911
822,4522.867676,-0.026869801
823,5207.846191,0.024920651
824,5208.506348,-0.022244068
825,5208.104004,0.001468396
826,5481.434082,0.024124647
827,4619.778809,0.024103815
828,4364.031738,0.023721987
829,6094.363281,0.022406867
830,6750.827637,0.021404545
831,6081.46582,0.020085067
832,6421.459473,-0.019707693
833,6421.806641,0.014479088
834,4683.500488,-0.019621029
835,4484.263184,-0.019549998
836,4484.276855,-0.006713054
837,5765.66748,0.018405436
838,5765.980957,0.001838615
839,5759.07666,0.018374399
840,6056.472656,0.018352407
841,5991.362305,0.0173446
842,4859.802246,-0.016864854
843,6009.151855,0.016178032
844,5374.834961,-0.016170664
845,5209.757813,0.016033787
846,6027.074219,0.015946335
847,6026.391113,0.012350525
848,6027.060059,0.006611151
849,5798.819336,-0.014996043
850,6479.873047,-0.014745683
851,5071.470703,0.01470526
852,4616.211426,-0.014705163
853,4616.176758,-0.004905681
854,4616.0625,-0.000330868
855,5532.820801,-0.014458642
856,5102.969727,0.014283816
857,4512.689941,-0.012209962
858,5511.793457,0.011650379
859,5588.86377,-0.011586655
860,4518.086426,-0.011534769
861,5636.706543,0.010694164
862,4404.533203,0.010258171
863,6635.885742,0.009337129
864,4680.239258,-0.007179879
865,5544.000488,-0.005358697
866,5214.629883,0.004159251
867,6324.106445,0.003887717
868,5378.084961,0.003633825
869,5516.739746,0.003600559
870,5693.626465,0.002919349
871,6153.994629,0.002662591
872,4592.717285,-0.002600741
873,6505.521973,0.002374119
874,5618.249512,-0.001846438
875,4999.572266,-0.0003502
